Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary
04-09-2009,00:00:00,"Near Isiro, Democratic Republic Congo",Yemenia Airway,0,,British Aerospace BAe-146-300,PK-CLC,0,6,0,6,6,0,6,0,The cargo plane experienced an engine failure 5 minutes after taking off causing the aircraft to crash.
29-04-2009,00:00:00,"Atlantic Ocean, 570 miles northeast of Natal, Brazil",Military - Pakistan Army,0,,Boeing B-737-200,HK-4274 ,0,7,5,2,7,5,2,0,"While the plane was en route, the pilot radioed an emergency message. Contact was lost and the plane crashed into mountainous terrain. All 61 passenger and 7 crew were killed.Icing  in combination with crew errors in handling the situation."
05-03-2009,00:00:00,"Near Port Hope Simpson, Newfoundland, Canada",Caspian Airlines,0,,Mi-35,N351SH,0,18,16,2,18,16,2,0,"The plane, carrying Italian oil company personne,l suffered an engine failure on climb-out and was attempting to return to the airport when it nose-dived and crashed near a residential area in Gulistan-e-Jauhar."
20-05-2009,00:00:00,"State of Arunachal Pradesh, India",Vertical-T Air,0,,Lockheed C-130 Hercules,NAF203,0,112,98,14,112,98,14,2,"The helicopter, which was delivering workers to a drilling site, crashed and burned while attempting to land, after the tail rotor became entangled in wires."
26-05-2009,00:00:00,"Near Wamena, Indonesia",Aria Airlines,0,,Antonov An-26,4610,0,4,0,4,4,0,3,,"The cargo plane, carrying 31 tons of relief supplies for Sudan, crashed into buildings of the Naval Housing Colony while attempting to return to runway 07R shortly after taking off from Karachi. The cause of the occurrence was uncontained failure of the 2nd stage disk of LP compressor of Engine # 4 due to fatigue fracture which resulted in in-flight fire and damage to adjacent areas of right wing / flaps to an extent that flight could not be sustained."
06-01-2009,00:00:00,"Off Mitsamiouli, Comoros",Merpati Nusantara Airlines,0,,Airbus A330-203,5125,0,228,216,12,228,216,12,0,"About 80km out from Moscow, the crew reported losing all three engines, electrical power and navigation equipment. They decided to divert back to Moscow. Visual contact with the ground could not be established until breaking through the overcast at 500 feet. The aircraft landed, skidded off the runway and broke into three pieces. Unintentional shutdown of supply tank booster pumps when the flight engineer carried out manual fuel transfer procedures during the climb, leading to instantaneous oscillation of fuel flow to the engines and their speed, a shut down of the outer engines and power supply problems in the aircraft for 2 minutes 23 seconds due to the failure of three generators. Failure to use all the possibilities by the crew to restore engine power;"
06-07-2009,00:00:00,"Near,  Peshawar ,  Pakistan",Bangkok Airlines,0,,Britten-Norman BN-2A-27 Islander,RA-26085,0,1,0,1,1,0,1,0,The plane crashed into Palunge Hill after its right wing clipped the mountaintop while en route.
06-08-2009,00:00:00,"Near Qazvin, Iran",Liberty Helicopter Sightseeing Tours / Private,0,,Antonov An-32,RA-67042,0,13,6,7,13,6,7,0,The passenger jet caught fire and exploded as it taxied for take off. Three passenger were killed and 43 injured during the evacuation. Electrical short.
29-06-2009,00:00:00,"Kandahar Airport, Afghanistan", Airlines  PNG,0,,de Havilland Canada DHC-6 Twin Otter 300,N880Z,0,3,0,3,3,0,3,0,The accident happened after the plane was unable to land because of poor weather conditions and was attempting a go-around. The aircraft crashed 5 miles from the Orumiyeh airport in a snowy field..
30-06-2009,00:00:00,"Mashad, Iran",Aero Fret Business,0,,Airbus A310-324,B-1791,0,153,142,11,152,141,11,0,"When the crew encountered dense fog, limiting visibility, the pilot aborted the landing and was in the process of a go-around when the plane crashed into the sea."
07-03-2009,00:00:00,"Ampisibil Village, Indonesia",Military - Kazakhstan border guard service,0,,Mil Mi-17,9N-AET,0,26,24,2,26,24,2,0,"The Metroliner made an approach to Runway 17 in low visibility and the crew decided to go-around. A second attempt to land on Runway 35 was also unsuccessful and resulted in another go-around. During a third landing attempt on Runway 17, the aircraft crashed adjacent to Taxiway C and came to rest upside down. A fire soon erupted. Four passenger and both crew members were killed. Improper crew coordination and procedures led to loss of control of the aircraft. A contributing factor was inadequate maintenance causing the two engines to develop unequal thrust."
15-07-2009,00:00:00,"Koh Samui, Thailand",SA Airlink,0,,Tupolev 154M,UR-CIC ,0,168,153,15,168,153,15,0,"The small airlilner crashed into a hill at an elevation of 2,000 feet while on approach in poor visibility. Windshear."
19-07-2009,00:00:00,"New York, New York",Omniflight Helicopters Inc.,0,,Mil Mi-8,5H-PWF ,0,21,0,0,16,0,0,0,The cargo plane was approaching Runway 17 at Pointe-Noire Airport when it crashed in the Mvou Mvou residential area and was destroyed.
24-07-2009,00:00:00,"Near Port Moresby, Papua New Guinea",Victoria Air,0,,Ilyushin Il-62M,CC-BHB,0,153,138,15,16,3,13,0,"The plane operated on behalf of the United Nations Organization Stabilization Mission and was leased from Geogian Airways. While attempting to land in rain, thunderstorms and strong winds at Kinshasa, the plane missed the runway and crashed. Twenty eight passengers and crew of 4 were killed. One passenger survived. he inappropriate decision of the crew to continue the approach, in face of extremely inclement weather being displayed on their weather radar. Lack of adequate supervision by the Operator to ensure that its crew complied with established procedures including weather avoidance procedures and stabilized approach criteria."
08-02-2009,00:00:00,"Nganga Lingolo, Congo",Azzi,0,,de Havilland Canada DHC-6 Twin Otter 300,HK-5121 ,0,16,13,3,16,13,3,0,"The helicopter crashed into a hill as it attempted to land at a high altitude helipad Six, including the copilot escaped with minor injuries.."
08-04-2009,00:00:00,"Ugamsk Gorge, South Kazakistan",Divi Divi Air,0,,ATR-72-212A,9NANC ,0,72,68,4,1,0,1,0,The airl taxi crashed about one minute after taking off from Manaus Airport.
08-08-2009,00:00:00,"Merebank, South Africa",Military - Russian Navy,0,,Eurocopter AS-350BA / Piper PA-32R-300,PT-SOG ,0,9,7,2,9,7,2,0,"The turboprop had been circling Kaimana Airport for about 15 minutes when it crashed into the sea, 400 meters offshore, in poor weather conditions."
08-11-2009,00:00:00,"Georgetown, South Carolina",Russian Ministry of Interior,0,,de Havilland Canada DHC-6 Twin Otter 300,PT-MEE ,0,13,11,2,13,11,2,0,"The domestic scheduled passenger flight crashed 12.5 miles north of Prahuaniyeu while en route, after transmitting a distress call. All 19 passengers and crew of three aboard were killed. Inadequate flight planning. Inadequate operational decision making on the part of the pilot. Loss of situational awareness from the flight crew."
26-08-2009,00:00:00,"Manila, Philippines",Rwandair,0,,Antonov An-12BK,XA-IRE,0,7,2,5,7,2,5,0,"The airliner crashed while on final to Petrozavodsk in heavy fog, landing 1 kilometers short of the runway. The plane soon broke up and caught on fire. Factors in the accident: heavy fog. The crew could not see the runway's ground lights, but did not decide to turn away and make another attempt at landing. The plane hit nearby trees before crashing. Cooperation among the crew during the landing attempt was poor, with the pilot subordinating himself to the navigator and the co-pilot effectively excluded from decisions. The navigator was intoxicated."
09-08-2009,00:00:00,"Sharjah, United Arab Emirates",Mountain Lifeflight,0,,Mil Mi-8,0,0,13,0,0,10,0,0,0,"While flying at 12,500 feet, the cargo plane crashed into a mountain peak, exploded and burned about 15 miles from Bagram. The aircraft was loaded with fuel for the International Security Assistance Force in Afghanistan."
24-09-2009,00:00:00,"Off Bonaire, Netherlands Antilles",Avient Aviation,0,,British Aerospace Jetstream 41,0,0,3,0,3,1,0,1,0,"The airliner crashed and broke up after missing the runway while attempting to land at Bangoka International Airport. There was heavy rain, thunderstorms and limited visibility at the time of the accident."
25-09-2009,00:00:00,"Off Mongokhto, Russia",Seair Seaplanes,0,,Eurocopter AS350-B2,0,0,3,2,1,3,2,1,0,"After reporting an engine fire in the left engine, the pilot attempted to make an emergency landing at Strezhevoy but ditched into the Orb River. Both pilots were not certified to fly. The captain's license was revoled and the first officer had not finished his requalification exam."
17-10-2009,00:00:00,"Mirny, Russia",Alaska Central Express,0,,Douglas DC-3C,0,0,4,0,4,4,0,4,0,"The regional airliner had taken off from Runway 18 after which the pilot reported that he wanted to return for an emergency landing. He then stated he was attempting a forced landing on the beach of Boa Viagem but instead the plane crashed into a vacant lot and burst into flames near the beach, 1.2 miles from the runway threshold."
21-10-2009,00:00:00,"Kigali, Rwanda",Ethiopian Airlines,0,,Boeing 707-330C,0,0,6,0,6,6,0,6,0,"The military transport plane crashed in the mountain, 6 miles northeast of Guelmim in bad weather while attempting to land."
22-10-2009,00:00:00,"Near Reno, Nevada",Piquiatuba Taxi Aereo,0,,Britten-Norman BN-2A-8 Island,0,0,10,9,1,1,0,1,0,"The cargo plane crashed into the sea about 70 miles west of Jeju after the crew reported a fire in a cargo hold. The plane was carrying 58 tons of electronic and machine parts, including lithium batteries."
11-01-2009,00:00:00,"Shanghai, China",Military - Philippine Air Force,0,,Tupolev Tu-142M3,0,0,11,0,11,11,0,11,0,"Thirty-eight people, including 31 U.S. special forces troops and 7 Afghan soldiers were killed when their helicopter was shot down with a rocket-propelled grenade during overnight operations against Taliban insurgents."
11-01-2009,00:00:00,"Lyall Harbour, BC, Canada",Military - Yemeni Arm,0,,Ilyushin Il-76,0,0,11,0,11,11,0,11,0,"After leaving Magdan the crew of the cargo plane reported a fuel leak and an engine fire. While trying to return to Magdan, the plane crashed 6 miels from Omsukchan, 190 miles from its original take-off point. The plane carried 18 tons of cargo."
11-12-2009,00:00:00,"Off Sand Point, Alaska",Military - Polish Air Force,0,,Canadair CRJ-100ER,0,0,15,12,3,1,1,0,0,"While on instrument approach and initiating a go-around, the plane hit a hill side 2km east of the runway and broke up into 3 pieces.The crew had initiated the go-around 2 seconds before impact. The late initiation and subsequent management of the descent resulted in the aircraft turning onto final approach 600 feet above the glideslope, increasing the crewâ€™s workload and reducing their capacity to assess and resolve the navigational issues during the remainder of the approach."
14-11-2009,00:00:00,"Off Na'ameh, Lebanon",Kamchatka Airlines,0,,Aerospatiale AS350,0,0,3,0,3,3,0,3,0,"The helicopter was headed for Mosby to refuel when it crashed in a field 1.7 nm north-northeast of Midwest National Air Center. The pilot, nurse, paramedic and patient were all killed."
28-11-2009,00:00:00,"Near Senador Jose PorfÃ­rio, Brazil",Airborne Freight Company Union,0,,McDonnell Douglas MD-11F,0,0,7,0,7,3,0,3,0,"The aircraft attempted to land at the airport on two occasions, but strong winds prevented it from landing.The aircraft subsequently crashed into the sea 1 kilometre (1,100 yd) off the island on its third approach. One of those killed was Felipe Camiroaga, the most important TV entertainer in Chile."
29-11-2009,00:00:00,"Cotabato City, Philippines",Interisland Airlines,0,,de Havilland Canada DHC-2 Beaver MK- 1,0,0,8,7,1,6,6,0,0,"The plane crashed into the jungle while on approach to Runway 14 at Trinidad Airport. After the crew reported they were turning into the final approach, radio contact was lost. The plane was found 2 days later, 10 km from the airport. One passenger survived."
22-01-2010,00:00:00,"Near Saada, Yemen",Afriqiyah Airways,0,,Beechcraft 1900C-1,0,0,2,0,2,2,0,2,0,"The plane failed to climb after takeoff and crashed into an antenna outside the airport perimeter and came to rest in the Volga River, 1km from the runway. The plane carried the entire Lokomotiv Yaroslavl ice hockey team. Pilot error. Both pilots had experience on the Yak-40 but were assigned to switch between types , contrary to proper practice. They apparently had never learned the correct position for their feet on takeoff. In the Yak-42, and like virtually all other existing Russian and Western planes, a pilot steers the aircraft by pressing the lower part of pedals and activates the brakes by pressing their upper part.But instead of putting his heels on the cockpit floor as required,  One pilot left his feet resting on the pedals, as correct for the Yak-40. This applied the brakes, causing a downward pitch force that  prevented the plane from rotating to take off. They made the fatal mistake of failing to abort the takeoff, but kept applying more upward   pitch with the result that when the plane finally left the ground and the downward pitch force stopped, it went into a stall within seconds."
25-01-2010,00:00:00,"Smolensk, Russia",Blue Wings Airlines,0,,Boeing 737-8AS,0,0,90,82,8,90,82,8,0,"The military plane crashed, broke in two and burned while attempting to takeoff from Huambo Airport. Six persons survived including the pilot and copilot."
25-01-2010,00:00:00,"Near Yelizovo, Russia",Pamir Airlines,0,,Embraer EMB-110C Bandeirante,0,0,10,8,2,2,1,1,0,The pilot of the aircraft participating in an air race lost control and dove into the spectator box seating area disintegrating upon impact. A section of the left elevator trim tab separated in flight. Investigation determined that the looseness of the elevator trim tab attachment screws and a fatigue crack in one of the screws caused a decrease in the structural stiffness of the elevator trim system.
28-01-2010,00:00:00,"Monterey, Mexico",Air India Express,0,,GAF N22B Nomad,0,0,8,6,2,8,6,2,1,"While coming in for a landing at Great Slave Lake the float plane hit powerlines, two cars and part of a building.  The pilot attempted to abort the landing after an aircraft float dug into the water. A cross-wind flipped the plane on end and it clipped power lines in front of a building, spinning it 90 degrees. The plane then crashed, floats first, into a faÃ§ade. The fuselage then rotated on the ground and, the floats demolished two vehicles and came to rest in a parking lot facing back the way it had come."
14-02-2010,00:00:00,"Pampanga, Philippines",Aero Service,0,,Helicopter,0,0,11,9,2,11,9,2,2,The sightseeing flight of Mt. Everest struck terrain while on approach to Kathmandu-Tribhuvan Airport. One passenger survived the accident but died on the way to the hospital.
04-10-2010,00:00:00,"Tripoli, Libya",Aéropro,0,,Tupolev 154M,0,0,96,88,8,96,88,8,0,"Contact with the plane was lost 10 minutes after taking off from Medan. Wreckage was located near Bohorok, on the slope of a mountain 6,100 feet high. VFR flight into IMC conditions. Lack of crew coordination."
04-10-2010,00:00:00,"Near Poeketi, Suriname",Military - Romainian Air Force,0,,Mi-8,0,0,18,15,3,10,8,2,,"While on approach to Madang, the plane crashed into dense forest near the Gogol River, 20 km south of Madang. The two pilots and two pasengers survived the accident. Overspeeding of both propellers. The plane had to be manually flown because the aircraft's yaw damper was unserviceable. Neither pilot noticed the aircraft's speed increasing to its maximum operating speed. The pilot-in-command pulled the power levels of the plane 'quite quickly'. Moments later both propellers over-sped simultaneously. The over-speeding propellers back-drove the turbines in the engines (instead of the engine turbines driving the propellers) and this caused severe damage to the left engine.After the emergency began, the first officer quickly identified the double propeller over-speed. At about the same time, smoke appeared in the cockpit and various aircraft system malfunction alerts activated. The crew did not respond to any of these alerts by implementing the emergency procedures detailed in company manuals and the quick reference handbook."
13-04-2010,00:00:00,"Salang pass, Afghanistan",Airblue,0,,Airbus A300B4-203F,0,0,5,0,5,5,0,5,2,"After taking off, the pilot reported problems with the aircraft and began returning to the airport. The plane crashed 900 meters short of Runway 26L. The plane took off even though the passengers reported an oil leak under one of the wings to the crew. Shortly after taking off the captain reported he was returning to the airport due to an oil problem."
21-04-2010,00:00:00,"Mangalore, India",Military - US Air Force,0,,Antonov An-12BP,0,0,6,0,6,3,0,3,0,"The sightseeing helicopter, on a tourist excursion of West Maui and Molokai, slammed into a mountainside and burst into flames while flying in heavy rain and winds. The pilot's failure to maintain clearance from mountainous terrain while operating in marginal weather conditions which resulted in impact of the horizontal stabilizer and lower forward portion of the Fenestron with he ground and or vegetation."
05-12-2010,00:00:00,"Yangadou, Cameroon",All West Freight,0,,Airbus A330-202,0,0,104,93,11,103,92,11,0,"The Mexican presidential helicopter crashed into the side of a hill in low clouds, at a height of 2,600 meters.The helicopter carried the Secretary of the Interior, José Francisco Blake Mora and other government officials."
15-05-2010,00:00:00,"Quebec, Canada",Katekavia Airline,0,,Antonv An-28,0,0,8,6,2,8,6,2,0,"The touring helicopter on a sightseeing flight of the Las Vegas Strip and Hoover Dam, crashed into a mountainside between Lake Mead and Henderson.say Critical steering hardware was disconnected, and the bolt and other tiny parts that should have secured it weren't found on the scene. Records show the mechanism was overhauled the day before but passed multiple inspections on the day of the crash. Inadequate maintenance of the helicopter, including the improper reuse of a degraded self-locking nut, the improper or lack of installation of a split pin and inadequate post maintenance inspections which resulted in the in-flight separation of the servo control input rod from the fore/aft servo and rendering the helicopter uncontrollable."
17-05-2010,00:00:00,"Tuzla, Romania",GCI Communications Corp.,0,,Antonv An-24B,0,0,44,38,6,44,38,6,0,The on-demand air taxi was on a flight to procure an organ for transplantation when it crashed in a wooded area near the Jacksonville Sheriff's Department Aviation Unit. The helicopter was at a height of 30 feet when it struck a 50 ft. tree.
22-05-2010,00:00:00,"Islamabad, Pakistan",AIRES Colombia,0,,Boeing 737-8HG,0,0,166,160,6,159,153,6,0,"The cargo plane was on approach to land when it crashed in a forest 10km from Namoya.  The airworthiness of this aircraft had expired on June 12, 1993."
19-06-2010,00:00:00,"Near Elmendorf AFB, Alaska",Branch River Air Service,0,,CASA 212 Aviocar,0,0,11,9,2,11,9,2,0,"The cargo plane just took off and was carrying 2,500 lbs of bread when the pilot radioed he was having engine trouble and returning to the airport. The plane crashed in the Torrecilla Lagoon, killing both pilots."
23-06-2010,00:00:00,"Near Denali National Park, Alaska",Agni Air,0,,Beechcraft A100 King Air,0,0,7,5,2,7,5,2,0,The helicopter crashed on the outskirts of Kabul in the Bagrami District. It appeared the plane was trying to make an emergency landing when it crashed into houses killing four people on the ground.
07-05-2010,00:00:00,"Igarka, Russia",Henan Airlines,0,,Antonov AN-2,0,0,14,10,4,12,0,3,0,"After taking off, the plane lost height during the initial climb and crash landed in a snowy field, 1.5 miles past the end of the runway. The impact split the plane into three pieces.Icing. The plane was not deiced before taking off."
28-07-2010,00:00:00,"Near Dillingham, Alaska",Filair,0,,Airbus A321-231,0,0,152,146,6,152,146,6,0,"While attempting to land, the plane impacted terrain about 5 km short of and slightly left of the extended runway center line of Islamabad's runway 30. The plane completely broke up, burst into flamesand came to rest in Hussain Abad Village. The crew were trained to fly the Boeing 737-200 but not the more advanced 737-236 which features an automated flight deck. The aircraft accident took place as a result of combination of various factors which directly and indirectly contributed towards the causation of accident.The primary causes of accident include, ineffective management of the basic flight parameters such as airspeed, altitude, descent rate attitude, as well as Page 75 of 78 thrust management. The contributory factors include the crewâ€™s decision to continue the flight through significant changing winds associated with the prevailing weather conditions and the lack of experience of the crew to the airplaneâ€™s automated flight deck"
28-07-2010,00:00:00,"San Andreas Island, Colombia",Military - Venezuelan National Guard,0,,McDonnell Douglas C-17A Globemaster III,0,0,4,0,4,4,0,4,0,The helicopter caught fire and crashed while en route.
08-01-2010,00:00:00,"Off Kaminshak Bay, Alaska",United Parcel Service- UPS,0,,Fairchild C-123K,0,0,3,0,3,3,0,3,0,"The Russian jet crashed on the slopes of Mount Salak at an elevation of 5,200 ft. The airliner was conducting a demonstration flight to prospective customers. The last radio contact with the flight was at 15:30 when the crew requested a descent from 10,000ft to 6,000ft. Soon after requesting a turn, they flew into the mountain. All 37passengers, 6 crew and 2 Sukhoi officials were killed. Pilot error. The TAWS had sent a 'terrain ahead' warning , followed by six 'avoid terrain' warnings before the crash. The pilot in command switched the TAWS off, assuming there was a database problem. In addition, the flight crew were distracted by a customer in the cockpit and failed to complete a planned turn. Due to inadequate maps, briefing, and low clouds, the crew did not know there were mountains in the area."
08-03-2010,00:00:00,"Bastipur, Nepal",Sky Dive New Zealand,0,,  Antonov An-24 V,0,0,15,12,3,12,11,1,0," 	The plane was attempting to land and went around on final approach to Runway 06. The aircraft joined a left downwind when a wing contacted a hilltop about 900 feet north of the airport.The flight attendant and 5 passengers survived the accident."
08-09-2010,00:00:00,"Yichun, China",ConviasaAirline,0,,de Havilland Canada DH-3T Otter,0,0,9,8,1,5,4,1,0,"While on approach to Runway 21 at Kotika International Airport, the cargo plane overran the runway, broke through the perimeter fence, went across a main road and collided with a bus."
16-08-2010,00:00:00,"Bandundu, Congo Democratic Republic",International Security Assistance Force,0,,Boeing B-737-73V,0,0,131,125,6,2,2,0,0,"The plane was about 11 miles from Lagos VOR when the crew declared an emergency reporting engine problems. The plane collided with a power line and crashed into the Iju/Ishaga area of Lagos, 1 mile adjacent to the runway. Double engine failure. Likely  the crew's failure to properly monitor fuel flow and turn on proper fuel pumps."
21-08-2010,00:00:00,"Buena Vista, Venezuela","	Military - Tajik National Guard",0,,de Havilland Canada DHC-2 Beaver,0,0,4,3,1,4,3,1,0,"The helicopter was flying back to Cusco after conducting aerial surveillance on a possible site for a hydroelectric project near Puno, in southern Peru when it hit the side of a cliff."
24-08-2010,00:00:00,"Dubai, United Arab Emirates",National Air Cargo,0,,Dornier 228-101,0,0,14,11,3,14,11,3,0,"The plane disappeared after being taken on an illegal flight. A group of people were having a party at the airfield near the city of Serov, Russia. They  managed to illegally steal an An-2 plane parked at the airfield. The plane went missing and was found on April 4, 2013, 8 km from Serov. Among those killed were the Chief of Serov city police, three police inspectors, the guard of the airport, a private company guard, a pensionist, a young unemployed man and a local mobile shop owner. The pilot was intoxicated at the time of the accident."
24-08-2010,00:00:00,Fox Glacier Airstrip,Tracep,0,,Embraer ERJ-190-100LR,0,0,96,91,5,44,41,3,0,The plane was attempting to land on runway 18 during a training exercise when it crashed about 1 mile from the runway into houses in the Rajawali housing complex.
25-08-2010,00:00:00,"Puerto Ordaz, Venezuela",Aerocaribbean,0,,Let 410UVP-E,0,0,20,17,3,19,16,3,0,"While en route, the crew of the chartered flight radioed they were making an emergency landing at Masbate Airport due to engine problems. The airplane then crashed into the sea and broke apart off the shores of Masbate Island some 980 ft away from the island's airport. An investigation found that improper maintenance led to the right engine suffering an internal failure, which likely would have caused misfiring and intermittent operation of the fuel pump. The failure was gradual and the aircraft developed engine problems 23 minutes after take off. However, instead of turning back to Cebu, the pilot decided to continue the flight, until the engine failed completely, 37 minutes later and the aircraft crashed during the subsequent attempt to land at Masbate. The investigation determined that the pilot didn't use the correct procedure for trying to land a Piper Seneca with one engine inoperative, in that he lowered the undercarriage and flaps too soon; and that during his last flight proficiency test he had not been tested with respect to flying with one engine inoperative."
27-08-2010,00:00:00,"Chopan district, Zabul Province, Afghanistan",JS Air,0,,Mi 17V-5,0,0,10,0,0,10,0,0,0,"After an aborted landing, the plane flew into a slope of the Nuba mountains while on approach and attempting to land at Talodi air strip. There was a dust storm in the area at the time. All 26 passengers and crew of 6 were killed including 2 Sudanese ministers."
09-03-2010,00:00:00,"Rasht Valley, Tajikistan",NARZ,0,,Boeing B747-44AF,0,0,2,0,2,2,0,2,0,"Crashed in a cedar forest, 6 miles from Palana Airport while on approach. There were heavy storm clouds and poor weather at the time of the accident. Both pilots were found to be intoxicated."
09-04-2010,00:00:00,"Near Kabul, Afghanistan",Sun Way,0,,Fletcher FU-24-954,0,0,9,8,1,9,8,1,0,The plane crash landed on the bank of the Manohara River minutes after taking off from Trinbhuvan Airport. Some witnesses reported seeing the front of the plane on fire before it crashed. Overloading and the lack of performance in the climb phase due to loss of engine power led to a stall.
13-09-2010,00:00:00,"Near Bugulumisa, Congo",Dagestan Airlines,0,,ATR 42-320,0,0,51,47,4,17,14,3,0,"The transport, carrying military personnel and equipment, crashed 25 miles southwest of Omdurman after experiencing engine trouble. The captain reported that both engines stopped working prior to the crash."
21-09-2010,00:00:00,"Near Guasimal, Cuba",Tara Air,0,,Sikorsky UH-60 Black Hawk,0,0,13,0,0,10,0,0,0,"The small airliner took off from Runway 7 at V.C. Bird International Airport, lost height immediately after becoming airborne and crashed to the ground, nose first. There was heavy rains and lightning at the time of the accident."
10-06-2010,00:00:00,"Near Karachi, Pakistan",Kogalmavia,0,,Mi-8,0,0,28,0,0,28,0,0,0,"The military transport crashed into the abandoned Al-Hasaba marketplace about 6 miles from Sanaa International Airport, shortly after taking off from runway 18. The crew was trying to make an emergency landing after an engine failed."
10-12-2010,00:00:00,"Strezhevoy, Russia",Iran Air,0,,Lockheed L-100 Hercules,0,0,8,0,8,8,0,8,0,The cargo plane crashed into a dozen houses in the Mselou district in Bazzaville while attempting to land at the local airport. The plane caught on fire and came to rest in a ravine. There was heavy rain and thunderstorms in the area at the time of the accident.
21-10-2010,00:00:00,"Karachi, Pakistan",Majuba Aviation,0,,Let 410UVP,0,0,2,0,2,2,0,2,0,"The military transport went missing while en route. The wreckage was found in the Drakensberg mountains near Ladysmith in KwaZulu-Natal province, some 210 miles southeast of Waterkloof Air Force Base. There was severe weather at the time of the accident."
11-04-2010,00:00:00,"Moscow, Russia",Manx2,0,,ATR-72-212,0,0,68,61,7,68,61,7,0,"The charter jet crashed about 60 miles from Monterey Mexico, about ten minutes after taking off. The plane plunged almost vertically from more than 28,000 feet and hit the ground in a nose-dive at a speed that may have exceeded 600 mph. Mexican-American singerJenni Rivera 43, her publicist and make-up artist were among the dead. She had just finished giving a concert in Monterey and was en route to Toluca to tape a Mexican TV show. A sudden and abrupt lack of control during ascent that provoked a sheer vertical drop of the plane that could have been triggered by a problem with the planeâ€™s horizontal stabilizer. The plane was over 43 years old. The pilot, 78 was authorized to only fly as copilot. The copilot was not authroized to fly out of the United States. The copilot was not authorized to fly IFR which the plane was doing at the time of the accident."
11-05-2010,00:00:00,"Palunge Hill, Nepal",Central American Airways,0,,Beechcraft 1900C-1,0,0,21,17,4,21,17,4,0,"The military transport crashed 12 miles from the Shymket Airport while making a descent to land, in heavy winds and snow.The fatalities included a crew of seven and 20 border guards, including the acting head of the ex-Soviet nation's border protection service, Col. Turganbek Stambekov"
25-11-2010,00:00:00,"Surgut, Russia",Trans Air Cargo,0,,Mil Mi-8T,0,0,10,0,0,7,0,0,0,"The passenger plane crash in a field two miles from Heho Airport and caught fire, after attempting to land in foggy weather. A tour guide and an 11-year-old child on board the plane, and a man riding a motorcycle on the ground were killed. Eleven others were injured."
28-11-2010,00:00:00,"Orumiyeh, Iran",United Nations,0,,Ilyushin Il-76TD,0,0,8,0,8,8,0,8,4,"While attempting to land on a snow covered runway and heavy cross winds the plane overran the runway, penetrated the perimeter fence and collided with a highway embankment. The aircraft broke in three. The plane's impact with the highway embankment sent the severed nose sliding over the icy road while the rest of the jet rested just past the airport's fence - its tail linked to the rest of the body by only a tangle of wreckage. There were no passengers on board."
12-04-2010,00:00:00,"Off Plettenberg Bay, South Africa","	Pawan Hans Helicopters Ltd.",0,,Tupolev Tu-154M,0,0,169,160,9,2,2,0,0,"The air ambulance crashed and burned north of Ventura near Clear Lake Iowa in ice, haze and misty conditons."
15-12-2010,00:00:00,"Cork, Ireland","	AmazonavesAir Taxi",0,,de Havilland Canada DHC-6 Twin Otter,0,0,22,19,3,22,19,3,0,"The flight disappeared while en route from Los Roques island to Caracas. When the plane was approximately 11 miles from Los Roques Airport, radar showed it began rapidly losing altitude and speed. It is presumed to have crashed in the ocean. The son of Italian designer Ottavio Missoni was among those onboard."
01-01-2011,00:00:00,"Near Santa Ana Francisco Morazan, Honduras",Merpati Nusantara Airlines,0,,Tupolev Tu-154B-2,0,0,124,116,8,3,3,0,0,The jet crashed in heavy fog outside of Almaty while attempting to land at Almaty Airport for a second time. The aircraft was found in swampy terrain about 1 mile short of the runway threshold.
01-09-2011,00:00:00,"Pointe-Noire, Congo",SOL Lineas Aereas,0,,Boeing B-727-286,0,0,105,93,12,77,65,12,0,"While attempting to land on runway 8 in dense fog, the plane overran the runway , overturned and caught fire. The airplane operated as a charter flight carrying football fans on their way to a match of Shakhtar Donetsk against Borussia Dortmund. Pilot error.  A loss of speed by the aircraft during thelanding approach due to an error of the unprepared crew. The crew had no clearance to land given the weather conditions."
02-08-2011,00:00:00,"Kinshasa, Congo",RusAir Airlines,0,,Pilatus PC-12/47,0,0,9,7,2,9,7,2,0,The aircraft crashed short of the runway while attempting to land in heavy rain at Goma Airport crashing into the back yards of several houses in the Lake Kivu area.
02-10-2011,00:00:00,"	Tawang, India",Silk Way Airlines,0,,Swearingen SA-227BC Metro III,0,0,12,10,2,6,4,2,0,"The cargo plane crashed about 20 miles northeast of Dillingham while on approach to Dillingham Airport. Wreckage was discovered on Saturday with the pilot and copilot fatally injured. The aircraft was badly fragmented in three sections. The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists. Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts."
